Year,Month,Weekly,Date,Fac.,Model,PGSC,Supplier,Part group,Stock Qty,Input Q'ty,Target of Input Qty,Inspection Qty,Pass Qty,Reject Qty,Return Qty,Percent,Return %,Result,Air Bubble,Big/ small,Bonding gap,Blk point,Burn,"Color 
Migration",C-Grade ,Crooked toe,Damaged,Deform,"Different 
color",Dirty,Long\ Short,Long ,Short,Missing Painting,Mold,Over Cement,Over painting,Over Primer,"Over
trimming",Uneven color,"Peel Off
painting",Poor Attached,"Poor 
buffing","Poor 
painting",Poor Trimming,Shiny/not shiny,Tear/ Crack,Thickness,Scratched,Toe spring/Hell spring,Undercure,Thinness Edge,Wobbling,Yellow,Over buffing,Poor edge,Fungus,Concave,Long toe,Others,REMARK
2025,1,2,2025-01-11,A,VL COURT 3.0 K,AB2-IE3630,TAESUNG RACH GIA,Outsole,1470,456,1926,1926,1888,38,38,1.97%,1.97%,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,2,2025-01-11,A,VL COURT 3.0 K,AB2-ID6313,TAESUNG RACH GIA,Outsole,1050,210,1260,1260,1231,29,29,2.30%,2.30%,,,,,,,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,2,2025-01-11,A,LIGHTSHIFT,A-JH9319,EZ,Stockfit,1860,450,2310,2310,2236,74,74,3.20%,3.20%,,9,,,,,,,,14,,,25,,,,,,7,,,,,,19,,,,,,,,,,,,,,,,,,,
2025,1,2,2025-01-11,A,LIGHTSHIFT,A-JH9315,EZ,Stockfit,1437,0,1437,1437,1401,36,36,2.51%,2.51%,,,,,,,,,,18,,,,,,,,,5,,,,,,13,,,,,,,,,,,,,,,,,,,
2025,1,2,2025-01-11,A,LIGHTSHIFT,A-JH9317,EZ,Stockfit,995,0,995,995,978,17,17,1.71%,1.71%,,,,,,,9,,,5,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,2,2025-01-11,A,TENSAUR RUN 3.0 J,AB5-IE3549,SOC TRANG,IMEVA,14630,0,14630,1260,1171,89,89,7.06%,0.61%,,32,,,,,,,,,,,16,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,2,2025-01-11,A,TENSAUR RUN 3.0 J,AB3-IE3542,SOC TRANG,IMEVA,4770,0,4770,1830,1719,111,111,6.07%,2.33%,,42,,,,11,,,,,,,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,2,2025-01-11,B,ADVANTAGE BASE 2.0 CF C,AB2-IE9019,TAESUNG RACH GIA,Outsole,,3431,3431,910,896,14,14,1.54%,0.41%,,,,,,,,,,,,7,,,,,,,,,,,,,,,,5,,,,2,,,,,,,,,,,,
2025,1,2,2025-01-11,A,ADVANTAGE K,AC-GY6995,TAESUNG RACH GIA,Outsole,,700,700,700,684,16,16,2.29%,2.29%,,,,,,,,,,3,,4,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,2,2025-01-11,C,GALAXY 7 M,AC3-ID8760,TAESUNG RACH GIA,Stockfit,,340,340,340,332,8,8,2.35%,2.35%,,1,,,,,,,,,,,,,,,,,4,,,,,,3,,,,,,,,,,,,,,,,,,,
2025,1,2,2025-01-11,C,GALAXY 7 M,AC2-ID8754,TAESUNG RACH GIA,Stockfit,630,2160,2790,2790,2735,55,55,1.97%,1.97%,,5,,9,,,,,,,,,,,,,,,29,,,,,,12,,,,,,,,,,,,,,,,,,,
2025,1,2,2025-01-11,C,GALAXY 7 M,AC3-ID8757,TAESUNG RACH GIA,Stockfit,,2520,2520,250,246,4,4,1.60%,0.16%,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,
2025,1,2,2025-01-11,C,ADVANTAGE BASE 2.0 CF C,AB4-IE9020,TAESUNG RACH GIA,Outsole,,183,183,183,145,38,38,20.77%,20.77%,,,,,,,,,,3,,16,7,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,2,2025-01-11,C,VL COURT 3.0 EL C,AB4-ID9155,TAESUNG CU CHI,Outsole,,0,700,700,670,30,30,4.29%,4.29%,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,2,2025-01-11,C,TENSAUR SPORT 2.0 CF K,AC1-JR3219,HVC,Outsole,,,800,800,767,33,33,4.13%,4.13%,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,2,2025-01-11,D,TENSAUR SPORT 2.0 K,AB2-GW1981,TAESUNG CU CHI,Outsole,,1239,1239,1239,1207,32,32,2.58%,2.58%,,,,,,,,,,,,6,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,2,2025-01-11,D,ADVANTAGE,AB2-GZ5300,TAESUNG CU CHI,Outsole,642,355,997,642,622,20,20,3.12%,2.01%,,,,,,,,,,2,,11,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,2,2025-01-11,D,VS PACE 2.0,A-JI1812,TAESUNG RACH GIA,Stockfit,1356,0,1356,1356,1324,32,32,2.36%,2.36%,,,,,,,,,,6,,,11,,,,,,,,,,,,12,,,,,,,,,,,,,3,,,,,,
2025,1,2,2025-01-11,D,VS PACE 2.0,AB1-HP6012,TAESUNG RACH GIA,Stockfit,64,0,64,64,64,0,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,2,2025-01-11,D,VL COURT 3.0,AB1-ID6278,EZ,Outsole,,0,1587,1587,1550,37,37,2.33%,2.33%,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,3,2025-01-13,D,ADVANTAGE,AB2-GW5537,TAESUNG CU CHI,Outsole,306,204,510,510,495,15,15,2.94%,2.94%,,,,,,,2,,,3,,3,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,
2025,1,3,2025-01-13,D,ADVANTAGE,AB1-GZ5303,TAESUNG CU CHI,Outsole,355,0,355,355,345,10,10,2.82%,2.82%,,,,,,,,,,1,,2,4,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,
2025,1,3,2025-01-13,D,VL COURT 3.0,A-JR8653,EZ,Outsole,,1744,1744,1744,1712,32,32,1.83%,1.83%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,
2025,1,3,2025-01-13,D,VL COURT 3.0,AB1-ID6278,EZ,Outsole,,3034,3034,3034,2947,87,87,2.87%,2.87%,,,,,,,,,,,,19,32,,,,,,,,,,,,,,,36,,,,,,,,,,,,,,,,
2025,1,3,2025-01-13,D,VL COURT 3.0,AB-ID9184,EZ,Outsole,,1129,1129,1129,1095,34,34,3.01%,3.01%,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,6,,15,,,,,,,,,,,,,
2025,1,3,2025-01-13,B,ADVANTAGE BASE 2.0 CF C,AB2-IE9019,TAESUNG RACH GIA,Outsole,,1550,1550,510,502,8,8,1.57%,0.52%,,,,,,,,,,1,,3,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,
2025,1,3,2025-01-13,B,ADVANTAGE K,AC-GY6995,TAESUNG RACH GIA,Outsole,,83,83,83,82,1,1,1.20%,1.20%,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,3,2025-01-13,A,TENSAUR SPORT 2.0 CF I,AB-GW6455,HVC,Outsole,,5556,5556,560,551,9,9,1.61%,0.16%,Pass,,,,,,7,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,3,2025-01-13,A,TENSAUR SPORT 2.0 CF I,AB-IF1734,HVC,Outsole,,100,100,10,10,0,0,0.00%,0.00%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,3,2025-01-13,A,LITE RACER ADAPT 7.0 I,A1-IE6400,HVC,Outsole,,765,765,80,80,0,0,0.00%,0.00%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,3,2025-01-13,A,VL COURT 3.0 K,AB2-ID6312,TAESUNG RACH GIA,Outsole,,2241,2241,2241,2192,49,49,2.19%,2.19%,,,,,,,,,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,3,2025-01-13,A,VL COURT 3.0 K,AB2-IE3630,TAESUNG RACH GIA,Outsole,,1660,1660,1660,1629,31,31,1.87%,1.87%,,,,,,,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,3,2025-01-13,A,LIGHTSHIFT,A-JH9326,EZ,Stockfit,,370,370,370,358,12,12,3.24%,3.24%,,,,,,,,,,,,,9,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,3,2025-01-13,A,LIGHTSHIFT,A-JH9317,EZ,Stockfit,,1614,1614,1614,1566,48,48,2.97%,2.97%,,,,4,,,,,,8,,,27,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,3,2025-01-13,A,LIGHTSHIFT,A-JH9324,EZ,Stockfit,,1426,1426,1426,1374,52,52,3.65%,3.65%,,18,,,,,,,,11,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,3,2025-01-13,A,LIGHTSHIFT,A-JH9315,EZ,Stockfit,880,1773,2653,1653,1605,48,48,2.90%,1.81%,,,,5,,,13,,,9,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,
2025,1,3,2025-01-13,A,LIGHTSHIFT,A-JH9319,EZ,Outsole,650,70,720,720,705,15,15,2.08%,2.08%,,,,,,,5,,,7,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,3,2025-01-13,A,TENSAUR RUN 3.0 J,A-JR6043,SOC TRANG,IMEVA,13550,320,13870,1410,1242,168,168,11.91%,1.21%,,48,,,,23,,,,,,,,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,3,2025-01-13,A,TENSAUR RUN 3.0 J,A-JR6044,SOC TRANG,IMEVA,,3688,3688,1980,1819,161,161,8.13%,4.37%,,36,,,,15,,,,29,,,,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,3,2025-01-13,C,GALAXY 7 W,AC3-ID8764,TAESUNG RACH GIA,Stockfit,713,997,1710,1710,1685,25,25,1.46%,1.46%,,3,,7,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,3,2025-01-13,C,GALAXY 7 M,AC2-ID8754,TAESUNG RACH GIA,Stockfit,,1870,1870,1020,1001,19,19,1.86%,1.02%,,,,,,,,,,,,,,,,,,,,,12,,,,7,,,,,,,,,,,,,,,,,,,
2025,1,3,2025-01-13,C,TENSAUR COMFORT AC J,A-JR6087,SOC TRANG,IMEVA,,2735,2735,1470,1425,45,45,3.06%,1.65%,,18,,,,,,,,,,,15,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,3,2025-01-13,C,GALAXY 7 M,A-JI4598,EZ,Stockfit,,4550,4550,580,565,15,15,2.59%,0.33%,,1,,,,,,,,,,,,,,,,,7,,,,,,7,,,,,,,,,,,,,,,,,,,
2025,1,3,2025-01-13,C,VL COURT 3.0 EL C,AB4-ID9155,TAESUNG CU CHI,Outsole,,0,1000,1000,978,22,22,2.20%,2.20%,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,3,2025-01-13,C,TENSAUR SPORT 2.0 CF K,AC1-JR3219,HVC,Outsole,,4094,4094,1245,1207,38,38,3.05%,0.93%,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,3,2025-01-14,D,ADVANTAGE,AB2-ID9630,TAESUNG CU CHI,Outsole,,403,403,403,391,12,12,2.98%,2.98%,,,,,,,,,,1,,3,4,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,
2025,1,3,2025-01-14,D,GRAND COURT 2.0,AB1-GW9199,TAESUNG RACH GIA,Outsole,,0,780,780,754,26,26,3.33%,3.33%,,,,,,,,,,,,9,12,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,
2025,1,3,2025-01-14,D,VL COURT 3.0,AB1-ID6276,EZ,Outsole,,0,2640,2640,2588,52,52,1.97%,1.97%,,,,,,,,,,,,24,12,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,
2025,1,3,2025-01-14,D,VL COURT 3.0,A1-JP7535,EZ,Outsole,,0,1589,1589,1542,47,47,2.96%,2.96%,,,,,,,8,,,,,,,,,,,,,,,,,,,,,23,16,,,,,,,,,,,,,,,
2025,1,3,2025-01-14,B,ADVANTAGE BASE 2.0 CF C,AB-IE9019,TAESUNG RACH GIA,Outsole,1950,0,1950,950,933,17,17,1.79%,0.87%,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,3,2025-01-14,B,ADVANTAGE K,AC-GY6995,TAESUNG RACH GIA,Outsole,,2565,2565,730,715,15,15,2.05%,0.58%,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,3,2025-01-14,A,LIGHTSHIFT,AC1-JH9324,EZ,Stockfit,1980,360,2340,2340,2279,61,61,2.61%,2.61%,,,,12,,,,,,18,,,,,,,,,,,,,,,31,,,,,,,,,,,,,,,,,,,
2025,1,3,2025-01-14,A,LIGHTSHIFT,AC1-JH9319,EZ,Stockfit,1880,903,2783,2783,2716,67,67,2.41%,2.41%,,,,,,,,,,26,,,,,,,,,14,,,,,,27,,,,,,,,,,,,,,,,,,,
2025,1,3,2025-01-14,A,LIGHTSHIFT,A-JH9326,EZ,Stockfit,,770,770,770,740,30,30,3.90%,3.90%,,,,,,,,,,7,,,18,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,3,2025-01-14,A,LIGHTSHIFT,A-JH9317,EZ,Stockfit,,2040,2040,2040,1989,51,51,2.50%,2.50%,,19,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,3,2025-01-14,A,TENSAUR RUN 3.0 J,A-JR6044,SOC TRANG,IMEVA,12460,199,12659,2410,2224,186,186,7.72%,1.47%,,51,,,,,5,,,32,,,,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,3,2025-01-14,A,TENSAUR RUN 3.0 J,A-JR6043,SOC TRANG,IMEVA,1708,0,1708,1708,1546,162,162,9.48%,9.48%,,35,,,,21,19,,,,,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,3,2025-01-14,A,VL COURT 3.0 K,AB2-IE3630,TAESUNG RACH GIA,Outsole,,740,740,740,721,19,19,2.57%,2.57%,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,3,2025-01-14,A,VL COURT 3.0 K,AB2-ID6312,TAESUNG RACH GIA,Outsole,,1718,1718,1718,1690,28,28,1.63%,1.63%,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,3,2025-01-14,C,TENSAUR COMFORT AC J,A-JR6087,SOC TRANG,IMEVA,207,493,700,700,688,12,12,1.71%,1.71%,,3,,,,,,,,,,,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,3,2025-01-14,C,GALAXY 7 M,AC2-ID8754,TAESUNG RACH GIA,Stockfit,,3337,3337,1860,1824,36,36,1.94%,1.08%,,,,,,,,,,3,,,,,,,,,21,,5,,,,7,,,,,,,,,,,,,,,,,,,
2025,1,3,2025-01-14,C,GALAXY 7 W,AC3-ID8764,TAESUNG RACH GIA,Stockfit,,0,980,980,961,19,19,1.94%,1.94%,,,,6,,,,,,1,,,,,,,,,,,4,,,,8,,,,,,,,,,,,,,,,,,,
2025,1,3,2025-01-14,C,GALAXY 7 M,A-JI4601,EZ,Stockfit,,190,190,190,186,4,4,2.11%,2.11%,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,,,,,,,,,,,,,,,,
2025,1,3,2025-01-14,C,GALAXY 7 W,A-JQ2608,EZ,Stockfit,,526,526,220,216,4,4,1.82%,0.76%,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,,,,,,,,,,,,,,,,
2025,1,3,2025-01-14,C,GALAXY 7 M,AC3-ID8760,TAESUNG RACH GIA,Stockfit,,180,180,180,174,6,6,3.33%,3.33%,,,,,,,,,,1,,,,,,,,,3,,,,,,2,,,,,,,,,,,,,,,,,,,
2025,1,3,2025-01-14,C,GRAND COURT 2.0 EL C,AC2-IH5529,TAESUNG RACH GIA,Outsole,,460,460,460,415,45,45,9.78%,9.78%,,,,,,,,,,5,,33,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,3,2025-01-14,C,VL COURT 3.0 EL C,AB4-ID9155,TAESUNG CU CHI,Outsole,,0,1000,1000,987,13,13,1.30%,1.30%,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,3,2025-01-14,C,TENSAUR SPORT 2.0 CF K,AC1-JR3219,HVC,Outsole,,0,950,950,944,6,6,0.63%,0.63%,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,3,2025-01-14,C,GALAXY 7 W,A-JQ2605,EZ,Stockfit,,718,718,210,206,4,4,1.90%,0.56%,,,,,,,,,,1,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,
2025,1,3,2025-01-15,D,GRAND COURT 2.0,AB1-GW9199,TAESUNG RACH GIA,Outsole,,0,2260,2260,2218,42,42,1.86%,1.86%,,,,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,3,2025-01-15,D,VL COURT 3.0,AB1-ID6276,EZ,Outsole,,0,850,850,823,27,27,3.18%,3.18%,,,,,,,,,,7,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,3,2025-01-15,D,VL COURT 3.0,AB1-ID9184,EZ,Outsole,,0,1252,1252,1218,34,34,2.72%,2.72%,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,
2025,1,3,2025-01-15,D,VL COURT 3.0,A-JP7536,EZ,Outsole,,0,1070,1070,1048,22,22,2.06%,2.06%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,
2025,1,3,2025-01-15,C,GALAXY 7 W,AC2-ID8766,TAESUNG RACH GIA,Stockfit,,1831,1831,1170,1155,15,15,1.28%,0.82%,,,,,,,,,,,,,,,,,,,8,,,,,,7,,,,,,,,,,,,,,,,,,,
2025,1,3,2025-01-15,C,GALAXY 7 W,A-JQ2605,EZ,Stockfit,501,159,660,660,655,5,5,0.76%,0.76%,,,,,,,2,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,3,2025-01-15,C,GALAXY 7 M,A-JI4598,EZ,Stockfit,,0,3170,3170,3135,35,35,1.10%,1.10%,,,,8,,,,,,,,,,,,,,,19,,,,,,8,,,,,,,,,,,,,,,,,,,
2025,1,3,2025-01-15,C,GALAXY 7 M,A-JI4601,EZ,Stockfit,,0,350,350,343,7,7,2.00%,2.00%,,,,,,,,,,,,,,,,,,,,,4,,,,3,,,,,,,,,,,,,,,,,,,
2025,1,3,2025-01-15,A,TENSAUR SPORT 2.0 CF I,A-JQ2876,HVC,Outsole,,1326,1326,140,137,3,3,2.14%,0.23%,Pass,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,3,2025-01-15,A,ASPYRE,A1-JI2121,TAESUNG RACH GIA,Stockfit,,282,282,30,30,0,0,0.00%,0.00%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,3,2025-01-15,C,GALAXY 7 W,A-JQ2607,EZ,Stockfit,,278,278,278,275,3,3,1.08%,1.08%,,,,,,,,,,,,,,,,,,,,,2,,,,1,,,,,,,,,,,,,,,,,,,
2025,1,3,2025-01-15,A,ASPYRE,A-JI2119,TAESUNG RACH GIA,Stockfit,,107,107,20,20,0,0,0.00%,0.00%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,3,2025-01-15,C,ADVANTAGE BASE 2.0 CF C,AB4-IE9020,TAESUNG RACH GIA,Outsole,,690,690,690,532,158,158,22.90%,22.90%,,,,,,,,,,5,,128,10,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,3,2025-01-15,A,VL COURT 3.0 K,AB2-ID9062,TAESUNG RACH GIA,Outsole,740,395,1135,1135,1096,39,39,3.44%,3.44%,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,3,2025-01-15,C,VL COURT 3.0 EL C,AB4-ID9155,TAESUNG CU CHI,Outsole,,0,400,400,378,22,22,5.50%,5.50%,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,3,2025-01-15,A,VL COURT 3.0 K,AB2-ID6312,TAESUNG RACH GIA,Outsole,,896,896,896,875,21,21,2.34%,2.34%,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,3,2025-01-15,A,VL COURT 3.0 K,A1-JH8723,TAESUNG RACH GIA,Outsole,,108,108,108,108,0,0,0.00%,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,3,2025-01-15,C,TENSAUR SPORT 2.0 CF K,AC1-JR3219,HVC,Outsole,,0,300,300,294,6,6,2.00%,2.00%,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,3,2025-01-15,A,TENSAUR RUN 3.0 J,AB3-IE3542,SOC TRANG,IMEVA,490,0,1011,1011,927,84,84,8.31%,8.31%,,31,,,,11,,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,3,2025-01-15,A,TENSAUR RUN 3.0 J,AB4-IE3544,SOC TRANG,IMEVA,11510,0,12011,2050,1891,159,159,7.76%,1.32%,,,,,,,,,,13,,,49,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,3,2025-01-15,C,TENSAUR SPORT 2.0 CF K,AC4-IE0922,HVC,Outsole,,1106,1106,110,108,2,2,1.82%,0.18%,Pass,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,3,2025-01-15,A,LIGHTSHIFT,A-JH9315,EZ,Stockfit,,1072,1072,1072,1037,35,35,3.26%,3.26%,,,,,,,,,,11,,,,,,,,,6,,,,,,18,,,,,,,,,,,,,,,,,,,
2025,1,3,2025-01-15,A,LIGHTSHIFT,AC1-JH9319,EZ,Stockfit,2750,825,3575,1970,1914,56,56,2.84%,1.57%,,24,,7,,,9,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,3,2025-01-15,A,LIGHTSHIFT,AC1-JH9324,EZ,Stockfit,1270,670,1940,1540,1509,31,31,2.01%,1.60%,,,,5,,,,,,,,,,,,,,,11,,,,,,15,,,,,,,,,,,,,,,,,,,
2025,1,3,2025-01-15,B,ADVANTAGE BASE 2.0 CF C,AB-IE9019,TAESUNG RACH GIA,Outsole,,1649,1649,1649,1612,37,37,2.24%,2.24%,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,3,2025-01-15,A,TENSAUR SPORT 2.0 CF K,AC-GW6440,TAESUNG CU CHI,Outsole,,328,328,40,40,0,0,0.00%,0.00%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,3,2025-01-16,D,ADVANTAGE,AB2-ID9630,TAESUNG CU CHI,Outsole,248,329,577,220,212,8,8,3.64%,1.39%,,,,,,,,,,,,2,4,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
2025,1,3,2025-01-16,D,ADVANTAGE,AB-GW4850,TAESUNG CU CHI,Outsole,80,28,108,108,106,2,2,1.85%,1.85%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,
2025,1,3,2025-01-16,D,VL COURT 3.0,A-JP7536,EZ,Outsole,,0,1090,1090,1054,36,36,3.30%,3.30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,,,,
2025,1,3,2025-01-16,D,VL COURT 3.0,AB1-ID6276,EZ,Outsole,,0,1150,1150,1121,29,29,2.52%,2.52%,,,,,,,6,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,3,2025-01-16,D,GRAND COURT 2.0,AB1-GW9199,TAESUNG RACH GIA,Outsole,,0,2256,2256,2208,48,48,2.13%,2.13%,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,3,2025-01-16,B,ADVANTAGE BASE 2.0 CF C,AB-IE9019,TAESUNG RACH GIA,Outsole,,950,950,950,925,25,25,2.63%,2.63%,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,3,2025-01-16,B,TENSAUR SPORT 2.0 CF K,AB4-GW6425,TAESUNG CU CHI,Outsole,,1938,1938,200,195,5,5,2.50%,0.26%,Pass,,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,3,2025-01-16,A,TENSAUR SPORT 2.0 CF I,AB-GW6456,HVC,Outsole,,289,289,30,30,0,0,0.00%,0.00%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,3,2025-01-16,A,VL COURT 3.0 K,AB2-ID9062,TAESUNG RACH GIA,Outsole,460,517,977,977,946,31,31,3.17%,3.17%,,,,,,,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,3,2025-01-16,A,VL COURT 3.0 K,A1-JH8723,TAESUNG RACH GIA,Outsole,,110,110,110,107,3,3,2.73%,2.73%,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,3,2025-01-16,A,VL COURT 3.0 K,AB2-ID6312,TAESUNG RACH GIA,Outsole,790,1220,2010,2010,1963,47,47,2.34%,2.34%,,,,,,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,3,2025-01-16,A,LIGHTSHIFT,A-JH9326,EZ,Stockfit,620,0,620,620,599,21,21,3.39%,3.39%,,,,,,,,,,,,,9,,,,,,7,,,,,,5,,,,,,,,,,,,,,,,,,,
2025,1,3,2025-01-16,A,LIGHTSHIFT,AC1-JH9313,EZ,Stockfit,,1568,1568,1568,1524,44,44,2.81%,2.81%,,12,,8,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,3,2025-01-16,A,LIGHTSHIFT,AC1-JH9324,EZ,Stockfit,890,420,1310,1310,1268,42,42,3.21%,3.21%,,21,,,,,,,,13,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,3,2025-01-16,A,LIGHTSHIFT,AC1-JH9319,EZ,Stockfit,1605,692,2297,2297,2238,59,59,2.57%,2.57%,,24,,16,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,
