Year,Month,Week,Date,Supplier,Part,Process,Model,PGSC,Po#,Input Qty ,Inspection Q'ty ,Pass Qty ,Reject Qty ,Reject %,Result,"Wrong printing 
position",Bad printing,"Peel off 
printing",Delamination,"Wrong pressing 
position","Different
 color",Dirty,Bonding Gap,"Logo scratch/
peel of",High/ low sidetrip,Air hole,"Peel off
3 stripes",Poor 3 trip,Undistance,Damaged material,"Pressing not
emboss","Pressing not 
subsidence",Wrong size,Wrong material,"Wrong cutting
 direction",Wrong cutting die,Punch Hole,Peel off pressing,Overcement,Cutting deviated,Peel off eyestay,Burned Material,Poor logo,Color migration,Over painting,White spot,Needle hole,Jagged marks,Lack of painting,Big/Small Logo,Poor pressing,Poor edge,Peel off painting,Over trimming,Lack of details,Heel 3mm short,Heel 4mm short,Heel 5mm short,Heel 6mm short,Toe 3mm short,Wamp pattern position wrong over +-1mm,Wrong position logo 2mm,Wrong position logo 3-4-5mm,Logo dented,Wrong size toe box,Eyestay pressing subsidence not matching,Wrong wamp position to left/right,Other defect,Remark 
2025,1,3,1-18-25,HOANG DINH HOANG,Vamp,Nosew,GALAXY 7 W,A-JQ2610,900403493,218,218,191,27,12.39%,,,,,,,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,
2025,1,3,1-18-25,HOANG DINH HOANG,Vamp,Nosew,GALAXY 7 W,A-JQ2610,900343888,207,207,207,0,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,3,1-18-25,HOANG DINH HOANG,Vamp,Nosew,GALAXY 7 W,A-JQ2610,900410485,197,197,179,18,9.14%,,,,,,,5,11,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,3,1-18-25,HOANG DINH HOANG,Tongue Logo,HF,GALAXY 7 W,A-JQ2610,900410572,88,4,4,0,0.00%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,3,1-18-25,HOANG DINH HOANG,Tongue Logo,HF,GALAXY 7 W,A-JQ2610,900398185,212,10,10,0,0.00%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,3,1-18-25,HOANG DINH HOANG,Tongue Logo,HF,GALAXY 7 W,A-JQ2610,900405420,320,16,16,0,0.00%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,3,1-18-25,HOANG DINH HOANG,Vamp,Nosew,GALAXY 7 W,A-JQ2610,900405420,320,320,315,5,1.56%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,
2025,1,3,1-18-25,HOANG DINH HOANG,Vamp,Nosew,GALAXY 7 W,A-JQ2610,900398185,212,212,198,14,6.60%,,,,,,,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,
2025,1,3,1-18-25,HOANG DINH HOANG,Vamp,HF,GALAXY 7 W,A-JQ2610,900410572,88,88,75,13,14.77%,,,,,,,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
2025,1,3,1-18-25,HOANG DINH HOANG,Tongue Logo,HF,GALAXY 7 W,A-JQ2606,900330786,320,16,16,0,0.00%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,3,1-18-25,HOANG DINH HOANG,Vamp,Nosew,GALAXY 7 W,A-JQ2606,900330786,320,320,296,24,7.50%,,,,,,,8,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,3,1-18-25,HOANG DINH HOANG,Tongue Logo,HF,GALAXY 7 W,A-JQ2606,900320820,330,16,16,0,0.00%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,3,1-18-25,HOANG DINH HOANG,Vamp,Nosew,GALAXY 7 W,A-JQ2606,900320820,330,330,324,6,1.82%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,
2025,1,3,1-18-25,HOANG DINH HOANG,Tongue Logo,HF,GALAXY 7 W,A-JQ2606,900343403,607,30,30,0,0.00%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,3,1-18-25,HOANG DINH HOANG,Vamp,Nosew,GALAXY 7 W,A-JQ2606,900343403,607,607,574,33,5.44%,,,,,,,15,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,
2025,1,3,1-18-25,HOANG DINH HOANG,Tongue Logo,HF,GALAXY 7 W,A-JQ2606,900331629,417,20,20,0,0.00%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,3,1-18-25,HOANG DINH HOANG,Vamp,Nosew,GALAXY 7 W,A-JQ2606,900331629,417,417,402,15,3.60%,,,,,,1,3,10,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,3,1-18-25,THANH HUNG AN GIANG,Tongue Logo,HF,GALAXY 7 M,AC3-ID8757,900400345,210,10,10,0,0.00%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,3,1-18-25,THANH HUNG AN GIANG,Tongue Logo,HF,GALAXY 7 M,AC3-ID8757,900397371,383,19,19,0,0.00%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,3,1-18-25,THANH HUNG AN GIANG,Tongue Logo,HF,GALAXY 7 M,AC3-ID8757,900401734,418,20,20,0,0.00%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,3,1-18-25,THANH HUNG AN GIANG,Tongue Logo,HF,GALAXY 7 M,AC3-ID8757,900315135,123,6,6,0,0.00%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,3,1-18-25,THANH HUNG AN GIANG,Tongue Logo,HF,GALAXY 7 M,AC2-ID8757,900251299,81,4,4,0,0.00%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,3,1-18-25,THANH HUNG AN GIANG,Vamp,Nosew,GALAXY 7 M,AC2-ID8757,900251299,81,81,81,0,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,3,1-18-25,THANH HUNG AN GIANG,Vamp,Nosew,GALAXY 7 M,AC3-ID8757,900315135,123,123,116,7,5.69%,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,3,1-18-25,THANH HUNG AN GIANG,Vamp,Nosew,GALAXY 7 M,AC3-ID8757,900401734,418,418,411,7,1.67%,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,3,1-18-25,THANH HUNG AN GIANG,Vamp,Nosew,GALAXY 7 M,AC3-ID8757,900397371,383,383,371,12,3.13%,,,,,,,4,6,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,3,1-18-25,THANH HUNG AN GIANG,Vamp,Nosew,GALAXY 7 M,AC3-ID8757,900400345,210,210,205,5,2.38%,,,,,,,,3,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,3,1-18-25,THANH HUNG AN GIANG,Tongue Logo,HF,GALAXY 7 M,AC2-ID8760,900337227,203,10,10,0,0.00%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,3,1-18-25,THANH HUNG AN GIANG,Vamp,Nosew,GALAXY 7 M,AC2-ID8760,900337227,203,203,200,3,1.48%,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,3,1-18-25,THANH HUNG AN GIANG,Tongue Logo,HF,GALAXY 7 M,AC3-ID8757,900406825,331,16,16,0,0.00%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,3,1-18-25,THANH HUNG AN GIANG,Tongue Logo,HF,GALAXY 7 M,AC3-ID8757,900315449,270,13,13,0,0.00%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,3,1-18-25,THANH HUNG KIEN GIANG,Vamp,Nosew,GALAXY 7 M,AC3-ID8757,900406825,331,331,319,12,3.63%,,,,,,,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,3,1-18-25,THANH HUNG AN GIANG,Vamp,Nosew,GALAXY 7 M,AC3-ID8757,900315449,270,270,238,32,11.85%,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,
2025,1,4,1-20-25,S TECH,Vamp,Printing,TENSAUR SPORT 2.0 CF K,AC3-GW6453,900250526,246,12,12,0,0.00%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,4,1-20-25,THANH HUNG KIEN GIANG,Vamp,Nosew,TENSAUR SPORT 2.0 CF K,AC1-JR3219,900223559,20,1,1,0,0.00%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,4,1-20-25,INHOUSE,Quater,Printing,VS PACE 2.0,AB1-HP6012,900405643,2160,216,207,9,4.17%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,
2025,1,4,1-20-25,INHOUSE,Quater,Printing,VS PACE 2.0,AC6-HP6012,900408667,420,42,42,0,0.00%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,4,1-20-25,INHOUSE,Quater,Printing,VS PACE 2.0,AC1-JI1812,900391300,1054,105,100,5,4.76%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,
2025,1,4,1-20-25,INHOUSE,Quater,Printing,VS PACE 2.0,AC1-JI1812,900391010,231,23,23,0,0.00%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,4,1-20-25,INHOUSE,Quater,Printing,VS PACE 2.0,A-JQ3111,900390883,137,14,14,0,0.00%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,4,1-20-25,INHOUSE,Quater,Printing,VS PACE 2.0,A-JQ3111,900390763,265,26,26,0,0.00%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,4,1-20-25,INHOUSE,Quater,Printing,VS PACE 2.0,AC5-HP6008,900321165,90,90,90,0,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,4,1-20-25,INHOUSE,Vamp,Nosew,TENSAUR SPORT 2.0 K,AC9-GW6424,900519016,1853,185,185,0,0.00%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,4,1-20-25,INHOUSE,Quater,Printing,VS PACE 2.0,AC5-HP6010,900303313,90,90,90,0,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,4,1-20-25,INHOUSE,Vamp,Nosew,LIGHTSHIFT,AC1-JH9315,900248486,549,549,546,3,0.55%,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,4,1-20-25,INHOUSE,Quater,Printing,VS PACE 2.0,AC5-HP6010,900303310,30,30,30,0,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,4,1-20-25,INHOUSE,Vamp,Nosew,GALAXY 7 M,A-JQ2622,900338704,1238,1238,"1,234",4,0.32%,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,4,1-20-25,INHOUSE,Tongue Logo,Printing,VL COURT 3.0 K,AC7-ID6313,900450488,233,23,23,0,0.00%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,4,1-20-25,INHOUSE,Vamp,Nosew,TENSAUR SPORT 2.0 CF K,AC12-GW6439,900392572,2517,251,247,4,1.59%,Pass,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,4,1-20-25,INHOUSE,Tongue Logo,Printing,VL COURT 3.0 K,AC7-ID6313,900400539,571,57,57,0,0.00%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,4,1-20-25,INHOUSE,Vamp,Nosew,TENSAUR SPORT 2.0 CF K,AC12-GW6439,900417185,2290,229,229,0,0.00%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,4,1-20-25,INHOUSE,Tongue Logo,Printing,VL COURT 3.0 K,AC7-ID6313,900401769,493,49,49,0,0.00%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,4,1-20-25,INHOUSE,Vamp,Nosew,TENSAUR SPORT 2.0 CF K,AC10-GW1981,900480308,696,69,66,3,4.35%,Pass,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,4,1-20-25,INHOUSE,Tongue Logo,Printing,VL COURT 3.0 K,AC7-ID6313,900354031,1173,117,112,5,4.27%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,
2025,1,4,1-20-25,INHOUSE,Tongue Logo,Printing,VL COURT 3.0 K,A-JR2214,900350465,180,18,18,0,0.00%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,4,1-20-25,INHOUSE,Vamp,Nosew,TENSAUR SPORT 2.0 CF K,AC10-GW1981,900344378,398,39,39,0,0.00%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,4,1-20-25,INHOUSE,Tongue Logo,Printing,VL COURT 3.0 K,AC6-ID6312,900442719,366,37,37,0,0.00%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,4,1-20-25,INHOUSE,Vamp,Nosew,GALAXY 7 M,A-JQ2627,900406968,50,50,50,0,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,4,1-20-25,INHOUSE,Eyestay,Printing,ASPYRE,AC3-JR7672,900279795,256,256,247,9,3.52%,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,4,1-20-25,INHOUSE,Heel tap,HF,ADVANTAGE,AC9-GZ5300,900343176,679,67,67,0,0.00%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,4,1-20-25,INHOUSE,Vamp,Nosew,GALAXY 7 M,AC2-ID8754,900276660,353,353,348,5,1.42%,,,,,,,,2,,,,,,1,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,4,1-20-25,INHOUSE,Vamp,Nosew,GALAXY 7 M,AC2-ID8754,900301072,824,824,824,0,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,4,1-20-25,INHOUSE,Vamp,Nosew,ULTRADREAM DNA EL C,AC1-JP7003,900351265,140,140,140,0,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,4,1-20-25,INHOUSE,Vamp,Nosew,ULTRADREAM DNA EL C,AC2-JP7002,900285454,272,272,272,0,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,4,1-20-25,INHOUSE,Vamp,Nosew,ULTRADREAM DNA EL C,AC2-JP7002,900271462,207,207,207,0,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,4,1-20-25,INHOUSE,Vamp,Nosew,ULTRADREAM DNA EL C,AC2-JP7002,900285614,193,193,193,0,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,4,1-20-25,INHOUSE,Vamp,Nosew,GALAXY 7 M,A-JQ2623,900329109,1143,1143,"1,138",5,0.44%,,,,,,,,,,,,,,,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,4,1-20-25,INHOUSE,Vamp,Nosew,TENSAUR SPORT 2.0 K,AC10-GW6422,900251033,264,26,26,0,0.00%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,4,1-20-25,INHOUSE,Vamp,Nosew,TENSAUR SPORT 2.0 K,AC10-GW6422,900252131,224,22,22,0,0.00%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,4,1-20-25,INHOUSE,Vamp,Nosew,GALAXY 7 M,AC2-ID8760,900398011,445,445,442,3,0.67%,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,4,1-20-25,HOANG DINH HOANG,Tongue Logo,HF,GALAXY 7 W,A-JQ2607,900330776,206,10,10,0,0.00%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,4,1-20-25,HOANG DINH HOANG,Vamp,Nosew,GALAXY 7 W,A-JQ2607,900330776,206,206,202,4,1.94%,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
2025,1,4,1-20-25,HOANG DINH HOANG,Tongue Logo,HF,GALAXY 7 W,A-JQ2607,Q241216018,19,1,1,0,0.00%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,4,1-20-25,HOANG DINH HOANG,Vamp,Nosew,GALAXY 7 W,A-JQ2607,Q241216018,19,19,19,0,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,4,1-20-25,HOANG DINH HOANG,Tongue Logo,HF,GALAXY 7 W,A-JQ2607,900331913,271,13,13,0,0.00%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,4,1-20-25,HOANG DINH HOANG,Vamp,Nosew,GALAXY 7 W,A-JQ2607,900331913,271,271,231,40,14.76%,,,,,,,22,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,
2025,1,4,1-20-25,HOANG DINH HOANG,Tongue Logo,HF,GALAXY 7 W,A-JQ2607,900330776,49,2,2,0,0.00%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,4,1-20-25,HOANG DINH HOANG,Vamp,Nosew,GALAXY 7 W,A-JQ2607,900330776,49,49,42,7,14.29%,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,4,1-20-25,HOANG DINH HOANG,Tongue Logo,HF,GALAXY 7 W,A-JQ2607,900331913,45,2,2,0,0.00%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,4,1-20-25,HOANG DINH HOANG,Vamp,Nosew,GALAXY 7 W,A-JQ2607,900331913,45,45,37,8,17.78%,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,1,,,
2025,1,4,1-20-25,THANH HUNG KIEN GIANG,Vamp,Nosew,TENSAUR SPORT 2.0 CF K,AC2-IF1729,900336696,1758,87,87,0,0.00%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,4,1-20-25,THANH HUNG KIEN GIANG,Vamp,Nosew,TENSAUR SPORT 2.0 CF K,AC2-IF1729,900336696,360,18,18,0,0.00%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,4,1-20-25,THANH HUNG KIEN GIANG,Vamp,Nosew,TENSAUR SPORT 2.0 CF K,AC2-IF1730,900391243,316,15,15,0,0.00%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,4,1-20-25,THANH HUNG KIEN GIANG,Vamp,Nosew,TENSAUR SPORT 2.0 CF K,AC2-IF1730,900391278,746,37,37,0,0.00%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,4,1-20-25,THANH HUNG KIEN GIANG,Vamp,Nosew,TENSAUR SPORT 2.0 CF K,AC1-JR3219,900223510,2992,149,149,0,0.00%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,4,1-20-25,THANH HUNG KIEN GIANG,Vamp,Nosew,TENSAUR SPORT 2.0 CF I,AC5-GW6456,900253123,1636,81,81,0,0.00%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,4,1-20-25,THANH HUNG KIEN GIANG,Vamp,Nosew,TENSAUR SPORT 2.0 CF I,AC5-GW6456,900253837,57,2,2,0,0.00%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,4,1-20-25,THANH HUNG KIEN GIANG,Vamp,Nosew,TENSAUR SPORT 2.0 CF I,AC5-GW6456,900249515,91,4,4,0,0.00%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,4,1-20-25,THANH HUNG KIEN GIANG,Vamp,Nosew,TENSAUR SPORT 2.0 CF I,AC5-GW6456,900303285,310,15,15,0,0.00%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,4,1-20-25,THANH HUNG KIEN GIANG,Vamp,Nosew,TENSAUR SPORT 2.0 CF I,AC5-GW6456,900251309,1265,63,63,0,0.00%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,4,1-20-25,THANH HUNG KIEN GIANG,Vamp,Nosew,TENSAUR SPORT 2.0 CF K,AC9-GW6451,900223835,500,25,25,0,0.00%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,4,1-20-25,THANH HUNG KIEN GIANG,Vamp,Nosew,TENSAUR SPORT 2.0 CF K,AC9-GW6451,900516934,100,5,5,0,0.00%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,4,1-20-25,THANH HUNG KIEN GIANG,Vamp,Nosew,TENSAUR SPORT 2.0 CF K,AC9-GW6451,900327108,329,16,16,0,0.00%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,4,1-20-25,THANH HUNG KIEN GIANG,Vamp,Nosew,TENSAUR SPORT 2.0 CF K,AC9-GW6451,900332298,412,20,20,0,0.00%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,4,1-20-25,THANH HUNG KIEN GIANG,Vamp,Nosew,TENSAUR SPORT 2.0 CF K,AC9-GW6451,900335476,521,26,26,0,0.00%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,4,1-20-25,THANH HUNG KIEN GIANG,Vamp,Nosew,TENSAUR SPORT 2.0 CF I,AC6-GW6468,900478160,300,15,15,0,0.00%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,4,1-20-25,THANH HUNG KIEN GIANG,Vamp,Nosew,TENSAUR SPORT 2.0 CF I,AC6-GW6468,900478155,301,15,15,0,0.00%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,4,1-20-25,THANH HUNG KIEN GIANG,Vamp,Nosew,TENSAUR SPORT 2.0 CF I,AC6-GW6468,900477126,526,23,23,0,0.00%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,4,1-20-25,THANH HUNG KIEN GIANG,Vamp,Nosew,TENSAUR SPORT 2.0 CF K,AC10-GW1987,900249632,955,47,47,0,0.00%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,4,1-20-25,THANH HUNG KIEN GIANG,Vamp,Nosew,TENSAUR SPORT 2.0 CF K,AC10-GW1987,900301313,77,3,3,0,0.00%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,4,1-20-25,THANH HUNG KIEN GIANG,Vamp,Nosew,TENSAUR SPORT 2.0 CF K,AC10-GW1987,900301330,80,4,4,0,0.00%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,4,1-20-25,THANH HUNG KIEN GIANG,Vamp,Nosew,TENSAUR SPORT 2.0 CF K,AC10-GW1987,900327996,270,13,13,0,0.00%,Pass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
